content,content_clean,content_preprocessing
"Sehabis di perbarui jadi sering gak bisa dibuka, terus keluar sendiri. Padahal awalnya bagus banget sekarang ko jadi gini.",sehabis di perbarui jadi sering gak bisa dibuka terus keluar sendiri padahal awalnya bagus banget sekarang ko jadi gini,"['sehabis', 'perbarui', 'jadi', 'sering', 'gak', 'dibuka', 'terus', 'keluar', 'sendiri', 'padahal', 'awalnya', 'bagus', 'banget', 'sekarang', 'ko', 'jadi', 'gini']"
Error terus.... Mohon diperbaharui sistemnya biar lebih cepet dan gak suka error' lagi.,error terus mohon diperbaharui sistemnya biar lebih cepet dan gak suka error lagi,"['error', 'terus', 'mohon', 'diperbaharui', 'sistemnya', 'biar', 'lebih', 'cepet', 'gak', 'suka', 'error']"
"Kurang min. Masih kurang dlm masalah penyimpanan. mau pindahin dr personal ke perguruan tinggi ga bisa katanya upgrade dlu, maksud nya apa?. Tolong kasih tips untuk masalah penyimpanan min. masa depan masih panjang 😂 sempat w masih mau kirim tugas malah penyimpanan dah habis 🙏mohon bantuan nya min👍",kurang min masih kurang dlm masalah penyimpanan mau pindahin dr personal ke perguruan tinggi ga bisa katanya upgrade dlu maksud nya apa tolong kasih tips untuk masalah penyimpanan min masa depan masih panjang  sempat w masih mau kirim tugas malah penyimpanan dah habis mohon bantuan nya min,"['kurang', 'min', 'kurang', 'dlm', 'masalah', 'penyimpanan', 'mau', 'pindahin', 'dr', 'personal', 'perguruan', 'tinggi', 'ga', 'katanya', 'upgrade', 'dlu', 'maksud', 'nya', 'apa', 'kasih', 'tips', 'masalah', 'penyimpanan', 'min', 'masa', 'depan', 'panjang', 'sempat', 'w', 'mau', 'kirim', 'tugas', 'malah', 'penyimpanan', 'dah', 'habis', 'mohon', 'bantuan', 'nya', 'min']"
no comment,no comment,"['no', 'comment']"
Kenapa setelah di update di menu kelas akdemik jadwalnya kosong padahal di aplikasi punya teman ku yang belum di apdate ada,kenapa setelah di update di menu kelas akdemik jadwalnya kosong padahal di aplikasi punya teman ku yang belum di apdate ada,"['update', 'menu', 'kelas', 'akdemik', 'jadwalnya', 'kosong', 'padahal', 'aplikasi', 'punya', 'teman', 'ku', 'apdate']"
Sumpah ini aplikasi nya loading bgt bunnnn😭😭😭,sumpah ini aplikasi nya loading bgt bunnnn,"['sumpah', 'aplikasi', 'nya', 'loading', 'bgt', 'bunnnn']"
Saya merasa kecewa dgan fitur baru app ini tidak berjalan baik seperti dulu kala...ohhhhhh mengapaaaaaa,saya merasa kecewa dgan fitur baru app ini tidak berjalan baik seperti dulu kalaohhhhhh mengapaaaaaa,"['merasa', 'kecewa', 'dgan', 'fitur', 'baru', 'app', 'berjalan', 'baik', 'dulu', 'kalaohhhhhh', 'mengapaaaaaa']"
Mantap,mantap,['mantap']
"Ngirim tugas lemkt kali,setelah itu gabisa masuk edlink lagi yg tolong perbaiki lah",ngirim tugas lemkt kalisetelah itu gabisa masuk edlink lagi yg tolong perbaiki lah,"['ngirim', 'tugas', 'lemkt', 'kalisetelah', 'gabisa', 'masuk', 'edlink', 'yg', 'perbaiki', 'lah']"
Mantap slur.,mantap slur,"['mantap', 'slur']"
Keren banget,keren banget,"['keren', 'banget']"
p Za as Langsung,p za as langsung,"['p', 'za', 'as', 'langsung']"
TOLONG BANTU DONG SAMPE SKRG EDLINKNYA GABISA DIBUKA UDAH DARI 2MINGGU MASIH MUTER TERUS. TOLONG LAH INI JADI KETINGGALAN MATKUL TERUS. MOHOB SEGERA BANTU,tolong bantu dong sampe skrg edlinknya gabisa dibuka udah dari minggu masih muter terus tolong lah ini jadi ketinggalan matkul terus mohob segera bantu,"['bantu', 'dong', 'sampe', 'skrg', 'edlinknya', 'gabisa', 'dibuka', 'udah', 'minggu', 'muter', 'terus', 'lah', 'jadi', 'ketinggalan', 'matkul', 'terus', 'mohob', 'segera', 'bantu']"
Sangat baikkkkk,sangat baikkkkk,"['sangat', 'baikkkkk']"
Sering tidak dapat tehubung ke server,sering tidak dapat tehubung ke server,"['sering', 'tehubung', 'server']"
"Apps belajar kurang ajr, mau kumpul kan tugas malah nge lag parah pas upload file, auto abis lah dead line nya, servis lagi lah ni app, supaya pas kumpulkan tugas ada kompensasi upload nya",apps belajar kurang ajr mau kumpul kan tugas malah nge lag parah pas upload file auto abis lah dead line nya servis lagi lah ni app supaya pas kumpulkan tugas ada kompensasi upload nya,"['apps', 'belajar', 'kurang', 'ajr', 'mau', 'kumpul', 'kan', 'tugas', 'malah', 'nge', 'lag', 'parah', 'pas', 'upload', 'file', 'auto', 'abis', 'lah', 'dead', 'line', 'nya', 'servis', 'lah', 'ni', 'app', 'pas', 'kumpulkan', 'tugas', 'kompensasi', 'upload', 'nya']"
Good,good,['good']
Aneh masa saya tidak bisa menghapus file yg telah lama tidak dipakai,aneh masa saya tidak bisa menghapus file yg telah lama tidak dipakai,"['aneh', 'masa', 'menghapus', 'file', 'yg', 'lama', 'dipakai']"
kepada pihak edlink. mengapa ya edlink saya tidak bisa mengirim tugas?saya kesulitan mengirim tugas tapi tidak bisabisa terupload pdf saya,kepada pihak edlink mengapa ya edlink saya tidak bisa mengirim tugassaya kesulitan mengirim tugas tapi tidak bisabisa terupload pdf saya,"['pihak', 'edlink', 'edlink', 'mengirim', 'tugassaya', 'kesulitan', 'mengirim', 'tugas', 'bisabisa', 'terupload', 'pdf']"
Kenapa edlink versi terbaru ribet amat. Digunakan. Jadi malah bingunk Lebih bagus yang versi lama,kenapa edlink versi terbaru ribet amat digunakan jadi malah bingunk lebih bagus yang versi lama,"['edlink', 'versi', 'terbaru', 'ribet', 'digunakan', 'jadi', 'malah', 'bingunk', 'lebih', 'bagus', 'versi', 'lama']"
👎,,[]
suka banget 😃,suka banget,"['suka', 'banget']"
Melihat krs dan khs tidak bisa,melihat krs dan khs tidak bisa,"['melihat', 'krs', 'khs']"
Cukup baik,cukup baik,"['cukup', 'baik']"
"Notif Tugas dan Quiz sering tidak muncul, membuat beberapa tugas saya tidak bisa disubmit dan akhirnya nilai saya jelek.",notif tugas dan quiz sering tidak muncul membuat beberapa tugas saya tidak bisa disubmit dan akhirnya nilai saya jelek,"['notif', 'tugas', 'quiz', 'sering', 'muncul', 'membuat', 'beberapa', 'tugas', 'disubmit', 'akhirnya', 'nilai', 'jelek']"
"Serius makin ribet benar ini edlink, gak bisa kebuka lah, lodingnya buat ribet, apa gak ada versi lain",serius makin ribet benar ini edlink gak bisa kebuka lah lodingnya buat ribet apa gak ada versi lain,"['serius', 'makin', 'ribet', 'benar', 'edlink', 'gak', 'kebuka', 'lah', 'lodingnya', 'buat', 'ribet', 'apa', 'gak', 'versi']"
Aplikasi nya lumayan mudah diakses. Tapi kalau bisa kolom komentar otomatis terperbaharui. Biar saat melakukan diskusi via EdLink tidak perlu harus keluar masuk dulu tuk dapat update komentarnya.,aplikasi nya lumayan mudah diakses tapi kalau bisa kolom komentar otomatis terperbaharui biar saat melakukan diskusi via edlink tidak perlu harus keluar masuk dulu tuk dapat update komentarnya,"['aplikasi', 'nya', 'lumayan', 'mudah', 'diakses', 'kalau', 'kolom', 'komentar', 'otomatis', 'terperbaharui', 'biar', 'melakukan', 'diskusi', 'via', 'edlink', 'perlu', 'keluar', 'masuk', 'dulu', 'tuk', 'update', 'komentarnya']"
Aplikasinya bagus dan sangat membantu para pelajar,aplikasinya bagus dan sangat membantu para pelajar,"['aplikasinya', 'bagus', 'sangat', 'membantu', 'pelajar']"
Tidak bisa copy paste,tidak bisa copy paste,"['copy', 'paste']"
"Setelah update ada bug. Sudah berkali-kali terjadi, mau buka materi, komentar, kuis tidak bisa. Mohon diperbaiki secepatnya, karena saya tidak bisa absen selama 2 Minggu di komentar",setelah update ada bug sudah berkalikali terjadi mau buka materi komentar kuis tidak bisa mohon diperbaiki secepatnya karena saya tidak bisa absen selama  minggu di komentar,"['update', 'bug', 'berkalikali', 'terjadi', 'mau', 'buka', 'materi', 'komentar', 'kuis', 'mohon', 'diperbaiki', 'secepatnya', 'absen', 'selama', 'minggu', 'komentar']"
"Versi lama lebih mudah untuk digunakan, kenapa malah versi terbarunya jadi makin buat sistem lambat. Tidak bisa di scroll pada bagian kelas akademik mohon diperbaiki sistemnya",versi lama lebih mudah untuk digunakan kenapa malah versi terbarunya jadi makin buat sistem lambat tidak bisa di scroll pada bagian kelas akademik mohon diperbaiki sistemnya,"['versi', 'lama', 'lebih', 'mudah', 'digunakan', 'malah', 'versi', 'terbarunya', 'jadi', 'makin', 'buat', 'sistem', 'lambat', 'scroll', 'bagian', 'kelas', 'akademik', 'mohon', 'diperbaiki', 'sistemnya']"
Makin ribet tampilan barunya,makin ribet tampilan barunya,"['makin', 'ribet', 'tampilan', 'barunya']"
"Mohon di perbaiki lagi, aplikasi ini setelah di update sering keluar sendiri, untuk kedepannya harus di perbaiki lagi",mohon di perbaiki lagi aplikasi ini setelah di update sering keluar sendiri untuk kedepannya harus di perbaiki lagi,"['mohon', 'perbaiki', 'aplikasi', 'update', 'sering', 'keluar', 'sendiri', 'kedepannya', 'perbaiki']"
"Force close terus, gimana ini kuliah",force close terus gimana ini kuliah,"['force', 'close', 'terus', 'gimana', 'kuliah']"
Bagus meskipun masih banyak kendala,bagus meskipun masih banyak kendala,"['bagus', 'meskipun', 'banyak', 'kendala']"
Sering eror,sering eror,"['sering', 'eror']"
Aplikasi bobrok sering keluar sendiri pdahal ada tugas. Taik lahhhhhhhjjhhhhhjjjjhhdadgvszcvdsdvbbnsdfh,aplikasi bobrok sering keluar sendiri pdahal ada tugas taik lahhhhhhhjjhhhhhjjjjhhdadgvszcvdsdvbbnsdfh,"['aplikasi', 'bobrok', 'sering', 'keluar', 'sendiri', 'pdahal', 'tugas', 'taik', 'lahhhhhhhjjhhhhhjjjjhhdadgvszcvdsdvbbnsdfh']"
"Kenapa tiba tiba forceclose sendiri ? Mohon diperbaiki ,agar kenyamanan belajar siswa dapat terpenuhi",kenapa tiba tiba forceclose sendiri  mohon diperbaiki agar kenyamanan belajar siswa dapat terpenuhi,"['tiba', 'tiba', 'forceclose', 'sendiri', 'mohon', 'diperbaiki', 'kenyamanan', 'belajar', 'siswa', 'terpenuhi']"
"Bisa keluar sendiri, dan lewat HP susah ngerjakan tugas dan kirim tugas nya ribet, tolong perbaiki, Terima kasih",bisa keluar sendiri dan lewat hp susah ngerjakan tugas dan kirim tugas nya ribet tolong perbaiki terima kasih,"['keluar', 'sendiri', 'lewat', 'hp', 'susah', 'ngerjakan', 'tugas', 'kirim', 'tugas', 'nya', 'ribet', 'perbaiki', 'terima', 'kasih']"
"Edlink setelah di upgrade kok jadi nggak jelas cara pengiriman tugas makin ribet, kuis nggak ada waktu. Saya lebih suka tampilan dan sistem edlink dahulu dari pada sekarang , Terimakasih",edlink setelah di upgrade kok jadi nggak jelas cara pengiriman tugas makin ribet kuis nggak ada waktu saya lebih suka tampilan dan sistem edlink dahulu dari pada sekarang  terimakasih,"['edlink', 'upgrade', 'kok', 'jadi', 'jelas', 'cara', 'pengiriman', 'tugas', 'makin', 'ribet', 'kuis', 'waktu', 'lebih', 'suka', 'tampilan', 'sistem', 'edlink', 'sekarang', 'terimakasih']"
sgt bagus dan sgt membantu👍,sgt bagus dan sgt membantu,"['sgt', 'bagus', 'sgt', 'membantu']"
"Bagus banget aplikasi ini dan membantu dalam kuliah jarak jauh selama ini 🥳🎉👍. Hehehe baru saja masuk kuliah, eh pembelajaran jarak jauh, sedih banget dan nggak bisa ketemu dengan temen-temen ರ_ರ",bagus banget aplikasi ini dan membantu dalam kuliah jarak jauh selama ini 🥳 hehehe baru saja masuk kuliah eh pembelajaran jarak jauh sedih banget dan nggak bisa ketemu dengan tementemen ರರ,"['bagus', 'banget', 'aplikasi', 'membantu', 'kuliah', 'jarak', 'jauh', 'selama', '🥳', 'hehehe', 'baru', 'masuk', 'kuliah', 'eh', 'pembelajaran', 'jarak', 'jauh', 'sedih', 'banget', 'ketemu', 'tementemen', 'ರರ']"
Untuk tab samsung nggak kompatible ya.. kok nggak bisa jalan. Install bisa tapi ketika dibuka langsung mati,untuk tab samsung nggak kompatible ya kok nggak bisa jalan install bisa tapi ketika dibuka langsung mati,"['tab', 'samsung', 'kompatible', 'kok', 'jalan', 'install', 'dibuka', 'langsung', 'mati']"
Aplikasi suka close sendiri,aplikasi suka close sendiri,"['aplikasi', 'suka', 'close', 'sendiri']"
"Mohon bantuannya karena Aplikasi sering keluar sendiri/berhenti,tidak bisa copy dan paste serta postingan lama sering tampil di atas sehingga membingungkan,data terbaru tidak sinkron (untuk yang di web:tugas sudah dikerjakan dan dikirim namun masih terlihat diberanda bahwa tugas belum di kerjakan),password sudah di ganti pun masih tetap yang berlaku password yang lama,saya menggunakan Android v.9,dan kejadian ini pun berlaku juga di laptop, terima kasih.",mohon bantuannya karena aplikasi sering keluar sendiriberhentitidak bisa copy dan paste serta postingan lama sering tampil di atas sehingga membingungkandata terbaru tidak sinkron untuk yang di webtugas sudah dikerjakan dan dikirim namun masih terlihat diberanda bahwa tugas belum di kerjakanpassword sudah di ganti pun masih tetap yang berlaku password yang lamasaya menggunakan android vdan kejadian ini pun berlaku juga di laptop terima kasih,"['mohon', 'bantuannya', 'aplikasi', 'sering', 'keluar', 'sendiriberhentitidak', 'copy', 'paste', 'postingan', 'lama', 'sering', 'tampil', 'atas', 'membingungkandata', 'terbaru', 'sinkron', 'webtugas', 'dikerjakan', 'dikirim', 'terlihat', 'diberanda', 'tugas', 'kerjakanpassword', 'ganti', 'tetap', 'berlaku', 'password', 'lamasaya', 'menggunakan', 'android', 'vdan', 'kejadian', 'berlaku', 'laptop', 'terima', 'kasih']"
Mantap,mantap,['mantap']
"Applikasi sering force close, entah beda update informasi dengan yang versi web, saya sering menemukan perbedaan jam update berita mengenai perkuliahan antara versi app dengan versi web. Mohon untuk pengembangannya dalam proses update data/informasi, agar sama antara versi web sdengan versi app. Untuk app, jika scrol ke berita yg lama, lebih sering force close. Entah kinerjanya menurun karena terlalu banyak data atau ada kendala pada saat proses pengambilan data yang lebih lama. Terimakasih,.",applikasi sering force close entah beda update informasi dengan yang versi web saya sering menemukan perbedaan jam update berita mengenai perkuliahan antara versi app dengan versi web mohon untuk pengembangannya dalam proses update datainformasi agar sama antara versi web sdengan versi app untuk app jika scrol ke berita yg lama lebih sering force close entah kinerjanya menurun karena terlalu banyak data atau ada kendala pada saat proses pengambilan data yang lebih lama terimakasih,"['applikasi', 'sering', 'force', 'close', 'entah', 'beda', 'update', 'informasi', 'versi', 'web', 'sering', 'menemukan', 'perbedaan', 'jam', 'update', 'berita', 'mengenai', 'perkuliahan', 'versi', 'app', 'versi', 'web', 'mohon', 'pengembangannya', 'proses', 'update', 'datainformasi', 'sama', 'versi', 'web', 'sdengan', 'versi', 'app', 'app', 'scrol', 'berita', 'yg', 'lama', 'lebih', 'sering', 'force', 'close', 'entah', 'kinerjanya', 'menurun', 'terlalu', 'banyak', 'data', 'kendala', 'proses', 'pengambilan', 'data', 'lebih', 'lama', 'terimakasih']"
"Setelah update malah jadi ribet, suka berhenti dan keluar sendiri, terus file yang kemaren-kemaren hilang susah di download, tolong perbaiki dan kembalikan ke seperti semula.",setelah update malah jadi ribet suka berhenti dan keluar sendiri terus file yang kemarenkemaren hilang susah di download tolong perbaiki dan kembalikan ke seperti semula,"['update', 'malah', 'jadi', 'ribet', 'suka', 'berhenti', 'keluar', 'sendiri', 'terus', 'file', 'kemarenkemaren', 'hilang', 'susah', 'download', 'perbaiki', 'kembalikan', 'semula']"
"Knp setelah di update malah makin BOBROK?? Masa sy nggak bisa scroll ke atas trus gw pencet sesi-4, eh yg muncul malah sesi-14 😡. TOLONG DI PERBAIKI SEGERA KARNA APK INI DIBUTIHKAN BUAT JALANNYA PERKULIAHAN. MASA NILAI SY ERROR GEGARA APK BOBROK SIH!!",knp setelah di update malah makin bobrok masa sy nggak bisa scroll ke atas trus gw pencet sesi eh yg muncul malah sesi  tolong di perbaiki segera karna apk ini dibutihkan buat jalannya perkuliahan masa nilai sy error gegara apk bobrok sih,"['knp', 'update', 'malah', 'makin', 'bobrok', 'masa', 'sy', 'scroll', 'atas', 'trus', 'gw', 'pencet', 'sesi', 'eh', 'yg', 'muncul', 'malah', 'sesi', 'perbaiki', 'segera', 'karna', 'apk', 'dibutihkan', 'buat', 'jalannya', 'perkuliahan', 'masa', 'nilai', 'sy', 'error', 'gegara', 'apk', 'bobrok', 'sih']"
"mohon maaf sebelumnya. apk terbarunya pas di upgrade makin ngawur, dosen udah upload materi udah lama di mahasiswanya malah pas akhir akhir gitu. atau kadang uploadnya kemarin dapat notifnya hari ini",mohon maaf sebelumnya apk terbarunya pas di upgrade makin ngawur dosen udah upload materi udah lama di mahasiswanya malah pas akhir akhir gitu atau kadang uploadnya kemarin dapat notifnya hari ini,"['mohon', 'maaf', 'sebelumnya', 'apk', 'terbarunya', 'pas', 'upgrade', 'makin', 'ngawur', 'dosen', 'udah', 'upload', 'materi', 'udah', 'lama', 'mahasiswanya', 'malah', 'pas', 'akhir', 'akhir', 'gitu', 'kadang', 'uploadnya', 'kemarin', 'notifnya', 'hari']"
"Maaf sebelumnya, kenapa setelah di upgrade malah makin mempersulit untuk mengumpulkan tugas dan file tugas yang telah kita kerjakan juga tidak terlihat setelah deadline. Sedangkan sebelum upgrade file tugas masih bisa terlihat bahkan ke save di edlink. Jadi kan kita gak bisa buka lagi file tugas kita klo begini hanya dosen saja yang bisa melihat nya, lalu bagaimana mahasiswa bisa mengoreksi mana yang salah dan benar nya. Menurut saya lebih baik bagi perfoma sebelum upgrade",maaf sebelumnya kenapa setelah di upgrade malah makin mempersulit untuk mengumpulkan tugas dan file tugas yang telah kita kerjakan juga tidak terlihat setelah deadline sedangkan sebelum upgrade file tugas masih bisa terlihat bahkan ke save di edlink jadi kan kita gak bisa buka lagi file tugas kita klo begini hanya dosen saja yang bisa melihat nya lalu bagaimana mahasiswa bisa mengoreksi mana yang salah dan benar nya menurut saya lebih baik bagi perfoma sebelum upgrade,"['maaf', 'sebelumnya', 'upgrade', 'malah', 'makin', 'mempersulit', 'mengumpulkan', 'tugas', 'file', 'tugas', 'kerjakan', 'terlihat', 'deadline', 'upgrade', 'file', 'tugas', 'terlihat', 'bahkan', 'save', 'edlink', 'jadi', 'kan', 'gak', 'buka', 'file', 'tugas', 'klo', 'begini', 'dosen', 'melihat', 'nya', 'lalu', 'bagaimana', 'mahasiswa', 'mengoreksi', 'mana', 'salah', 'benar', 'nya', 'lebih', 'baik', 'perfoma', 'upgrade']"
"Setelah upgrade, jadi bingung. pokoknya mh gak bgus.. bagusan yang lama, bagi yang blum upgrade jangan di upgrade saran aja terimakasih",setelah upgrade jadi bingung pokoknya mh gak bgus bagusan yang lama bagi yang blum upgrade jangan di upgrade saran aja terimakasih,"['upgrade', 'jadi', 'bingung', 'pokoknya', 'mh', 'gak', 'bgus', 'bagusan', 'lama', 'blum', 'upgrade', 'jangan', 'upgrade', 'saran', 'aja', 'terimakasih']"
"di menu kelas>>akademik ga bisa di scroll jadi ga bisa liat tugas yg di berikan dosen, bodohnya ni yg membuat pembaruan, menyesal sudah di update, berharap pihak kampus meninggalkan edlink ini, dan berpindah haluan ke haruka edu saja",di menu kelasakademik ga bisa di scroll jadi ga bisa liat tugas yg di berikan dosen bodohnya ni yg membuat pembaruan menyesal sudah di update berharap pihak kampus meninggalkan edlink ini dan berpindah haluan ke haruka edu saja,"['menu', 'kelasakademik', 'ga', 'scroll', 'jadi', 'ga', 'liat', 'tugas', 'yg', 'berikan', 'dosen', 'bodohnya', 'ni', 'yg', 'membuat', 'pembaruan', 'menyesal', 'update', 'berharap', 'pihak', 'kampus', 'meninggalkan', 'edlink', 'berpindah', 'haluan', 'haruka', 'edu']"
